,"""Source Port""","""Destination Port""","""NAT Source Port""","""NAT Destination Port""",Bytes,"""Bytes Sent""","""Bytes Received""",Packets,"""Elapsed Time (sec)""",pkts_sent,pkts_received
20121,56468,53,56108,53,209,110,99,2,30,1,1
20122,55245,53,36514,53,209,110,99,2,30,1,1
20123,55367,53,11900,53,195,102,93,2,30,1,1
20124,55688,53,25850,53,184,94,90,2,31,1,1
20125,55816,53,3790,53,214,110,104,2,31,1,1
20126,65132,53,40938,53,167,86,81,2,31,1,1
20127,55577,53,15503,53,199,102,97,2,31,1,1
20128,65020,53,14135,53,184,94,90,2,31,1,1
20129,50584,51414,36185,51414,475,150,325,2,1200,1,1
20130,55688,53,51379,53,184,94,90,2,30,1,1
20131,64810,53,57933,53,199,102,97,2,30,1,1
20132,55056,53,20306,53,209,110,99,2,30,1,1
20133,49206,53,3418,53,448,184,264,6,30,3,3
20134,49656,53,55066,53,193,102,91,2,30,1,1
20135,57244,53,57244,53,240,98,142,2,30,1,1
20136,30584,53,30584,53,241,98,143,2,30,1,1
20137,60346,53,60346,53,241,98,143,2,30,1,1
20138,57323,53,38814,53,194,102,92,2,31,1,1
20139,41931,443,53560,443,8579,2273,6306,17,136,8,9
20140,30188,33285,47903,33285,502,150,352,2,1200,1,1
20141,49628,53,6846,53,168,86,82,2,31,1,1
20142,55415,53,31153,53,183,94,89,2,31,1,1
20143,65241,53,22089,53,200,102,98,2,31,1,1
20144,55220,53,48038,53,193,102,91,2,31,1,1
20145,55003,53,40085,53,196,102,94,2,30,1,1
20146,65229,53,50750,53,193,102,91,2,31,1,1
20147,49656,53,53430,53,193,102,91,2,30,1,1
20148,55415,53,7035,53,183,94,89,2,30,1,1
20149,49374,53,42809,53,197,94,103,2,30,1,1
20150,57386,53,13419,53,193,102,91,2,31,1,1
20151,49765,53,24395,53,194,102,92,2,31,1,1
20152,56711,53,61949,53,209,110,99,2,31,1,1
20153,55123,53,57840,53,198,102,96,2,31,1,1
20154,65495,53,62386,53,209,110,99,2,31,1,1
20155,64205,53,47320,53,178,94,84,2,31,1,1
20156,27005,27016,42013,27016,893,126,767,2,31,1,1
20157,57470,20015,34460,20015,150,150,0,1,1199,1,0
20158,50358,443,36799,443,1786,172,1614,7,121,3,4
20159,56637,53,33997,53,199,102,97,2,31,1,1
20160,55159,53,6565,53,200,102,98,2,30,1,1
20161,56821,53,60054,53,199,102,97,2,30,1,1
20162,65505,53,15527,53,166,86,80,2,31,1,1
20163,63932,53,16188,53,179,94,85,2,31,1,1
20164,64520,53,30136,53,198,102,96,2,31,1,1
20165,63949,53,18113,53,195,102,93,2,31,1,1
20166,65291,53,60855,53,335,97,238,4,31,2,2
20167,2371,53,52292,53,164,86,78,2,31,1,1
20168,61419,443,21446,443,1664127,116770,1547357,2028,401,736,1292
20169,49247,53,4260,53,194,102,92,2,31,1,1
20170,65274,53,37017,53,295,101,194,4,31,2,2
20171,37965,1052,51562,1052,132,132,0,3,1199,3,0
20172,44314,443,36123,443,1268867,60489,1208378,1558,141,557,1001
20173,51221,51413,55208,51413,460,150,310,2,1201,1,1
20174,64053,53,8111,53,276,94,182,4,56,2,2
20175,56665,80,42041,80,234,234,0,4,12,4,0
20176,52040,2524,48292,2524,70,70,0,1,5,1,0
20177,37592,443,51917,443,9000,2566,6434,29,47,17,12
20178,52040,80,45485,80,4185,3462,723,14,16,7,7
20179,53152,27367,49089,27367,758,320,438,11,20,6,5
20180,44984,443,57604,443,4499,2807,1692,24,95,13,11
20181,51957,80,56020,80,486,300,186,9,27,6,3
20182,58858,443,41294,443,318,192,126,6,26,4,2
20183,60171,443,39238,443,1059,556,503,12,25,6,6
20184,51951,80,50498,80,366,240,126,7,28,5,2
20185,37582,443,5548,443,15901,7016,8885,37,49,22,15
20186,51933,80,40922,80,3676,2136,1540,15,40,10,5
20187,56561,53,57177,53,183,94,89,2,30,1,1
20188,65040,53,64754,53,749,94,655,2,30,1,1
20189,65241,53,55089,53,200,102,98,2,31,1,1
20190,63949,53,30252,53,195,102,93,2,31,1,1
20191,53722,443,52101,443,327838,13327,314511,355,127,121,234
20192,55836,443,59611,443,7519,2177,5342,16,136,8,8
20193,10151,49001,62928,49001,481,150,331,2,1201,1,1
20194,47096,443,23148,443,6211,1753,4458,43,215,15,28
20195,64998,27037,52668,27037,3573,2238,1335,16,34,8,8
20196,37594,443,15585,443,60339,4689,55650,79,47,35,44
20197,51952,443,19528,443,11367,3820,7547,28,28,16,12
20198,52183,443,15080,443,69339,4124,65215,96,22,45,51
20199,56226,53,49033,53,200,102,98,2,30,1,1
20200,55603,443,55603,443,4684,1777,2907,19,12,11,8
20201,1066,16464,0,0,60,60,0,1,0,1,0
20202,44611,23,0,0,60,60,0,1,0,1,0
20203,53640,25174,0,0,66,66,0,1,0,1,0
20204,40481,22114,0,0,66,66,0,1,0,1,0
20205,22924,25174,0,0,62,62,0,1,0,1,0
20206,62699,445,0,0,66,66,0,1,0,1,0
20207,62698,445,0,0,66,66,0,1,0,1,0
20208,52340,64147,0,0,66,66,0,1,0,1,0
20209,34932,38608,0,0,62,62,0,1,0,1,0
20210,51413,10387,0,0,139,139,0,1,0,1,0
20211,53554,1433,0,0,60,60,0,1,0,1,0
20212,62510,445,0,0,70,70,0,1,0,1,0
20213,16454,25174,0,0,66,66,0,1,0,1,0
20214,53160,25174,0,0,146,146,0,1,0,1,0
20215,50566,22114,0,0,62,62,0,1,0,1,0
20216,50928,445,0,0,70,70,0,1,0,1,0
20217,50927,445,0,0,70,70,0,1,0,1,0
20218,50925,445,0,0,70,70,0,1,0,1,0
20219,50919,445,0,0,70,70,0,1,0,1,0
20220,15345,36829,0,0,62,62,0,1,0,1,0
20221,62348,57470,0,0,109,109,0,1,0,1,0
20222,62507,445,0,0,70,70,0,1,0,1,0
20223,62694,445,0,0,66,66,0,1,0,1,0
20224,54601,26467,0,0,62,62,0,1,0,1,0
20225,32736,22114,0,0,66,66,0,1,0,1,0
20226,25150,25174,0,0,62,62,0,1,0,1,0
20227,50046,22114,0,0,66,66,0,1,0,1,0
20228,3937,36829,0,0,62,62,0,1,0,1,0
20229,54530,46776,0,0,66,66,0,1,0,1,0
20230,62690,445,0,0,66,66,0,1,0,1,0
20231,62684,445,0,0,66,66,0,1,0,1,0
20232,62687,445,0,0,66,66,0,1,0,1,0
20233,62681,445,0,0,66,66,0,1,0,1,0
20234,62683,445,0,0,66,66,0,1,0,1,0
20235,62682,445,0,0,66,66,0,1,0,1,0
20236,62688,445,0,0,66,66,0,1,0,1,0
20237,65404,36237,0,0,62,62,0,1,0,1,0
20238,50916,445,0,0,70,70,0,1,0,1,0
20239,51706,25174,0,0,66,66,0,1,0,1,0
20240,62502,445,0,0,70,70,0,1,0,1,0
20241,50911,445,0,0,70,70,0,1,0,1,0
20242,50910,445,0,0,70,70,0,1,0,1,0
20243,49730,443,47083,443,4484,1063,3421,15,10,7,8
20244,55012,25174,0,0,66,66,0,1,0,1,0
20245,50907,445,0,0,70,70,0,1,0,1,0
20246,1027,25174,0,0,62,62,0,1,0,1,0
20247,1027,25174,0,0,146,146,0,1,0,1,0
20248,62501,445,0,0,70,70,0,1,0,1,0
20249,63554,44847,0,0,62,62,0,1,0,1,0
20250,53323,35253,0,0,62,62,0,1,0,1,0
20251,24378,5169,24378,5169,507,507,0,1,0,1,0
20252,62489,23117,0,0,66,66,0,1,0,1,0
20253,62499,445,0,0,70,70,0,1,0,1,0
20254,51479,25174,0,0,66,66,0,1,0,1,0
20255,2849,30188,0,0,66,66,0,1,0,1,0
20256,55570,44847,0,0,66,66,0,1,0,1,0
20257,25878,25174,0,0,66,66,0,1,0,1,0
20258,27197,22114,0,0,146,146,0,1,0,1,0
20259,15227,26467,0,0,66,66,0,1,0,1,0
20260,33941,37807,0,0,62,62,0,1,0,1,0
20261,33941,37807,0,0,146,146,0,1,0,1,0
20262,50905,445,0,0,70,70,0,1,0,1,0
20263,50903,445,0,0,70,70,0,1,0,1,0
20264,50902,445,0,0,70,70,0,1,0,1,0
20265,62671,445,0,0,66,66,0,1,0,1,0
20266,6882,51505,0,0,66,66,0,1,0,1,0
20267,50898,445,0,0,70,70,0,1,0,1,0
20268,16358,50584,0,0,146,146,0,1,0,1,0
20269,62492,445,0,0,70,70,0,1,0,1,0
20270,62670,445,0,0,66,66,0,1,0,1,0
20271,38093,11392,0,0,62,62,0,1,0,1,0
20272,54121,25174,0,0,66,66,0,1,0,1,0
20273,62668,445,0,0,66,66,0,1,0,1,0
20274,62666,445,0,0,66,66,0,1,0,1,0
20275,62490,445,0,0,70,70,0,1,0,1,0
20276,56676,37965,0,0,66,66,0,1,0,1,0
20277,53140,51221,0,0,74,74,0,1,0,1,0
20278,62665,445,0,0,66,66,0,1,0,1,0
20279,58627,25174,0,0,62,62,0,1,0,1,0
20280,62489,445,0,0,70,70,0,1,0,1,0
20281,30149,23,0,0,60,60,0,1,0,1,0
20282,11136,15503,0,0,62,62,0,1,0,1,0
20283,62488,445,0,0,70,70,0,1,0,1,0
20284,62487,445,0,0,70,70,0,1,0,1,0
20285,60558,51221,0,0,62,62,0,1,0,1,0
20286,62485,445,0,0,70,70,0,1,0,1,0
20287,62483,445,0,0,70,70,0,1,0,1,0
20288,22168,25174,0,0,146,146,0,1,0,1,0
20289,40312,55442,0,0,62,62,0,1,0,1,0
20290,50893,445,0,0,70,70,0,1,0,1,0
20291,44388,63874,0,0,62,62,0,1,0,1,0
20292,41197,30188,0,0,62,62,0,1,0,1,0
20293,53841,37965,0,0,66,66,0,1,0,1,0
20294,50888,445,0,0,70,70,0,1,0,1,0
20295,50880,445,0,0,70,70,0,1,0,1,0
20296,2476,6881,0,0,62,62,0,1,0,1,0
20297,28636,25174,0,0,146,146,0,1,0,1,0
20298,0,0,0,0,98,98,0,1,0,1,0
20299,0,0,0,0,98,98,0,1,0,1,0
20300,0,0,0,0,98,98,0,1,0,1,0
20301,0,0,0,0,98,98,0,1,0,1,0
20302,0,0,0,0,98,98,0,1,0,1,0
20303,0,0,0,0,98,98,0,1,0,1,0
20304,0,0,0,0,98,98,0,1,0,1,0
20305,0,0,0,0,244,244,0,2,0,2,0
20306,0,0,0,0,98,98,0,1,0,1,0
20307,1025,50584,0,0,146,146,0,1,0,1,0
20308,56127,37965,0,0,66,66,0,1,0,1,0
20309,52038,50584,0,0,66,66,0,1,0,1,0
20310,23719,22114,0,0,146,146,0,1,0,1,0
20311,14692,25174,0,0,62,62,0,1,0,1,0
20312,62469,445,0,0,70,70,0,1,0,1,0
20313,62468,445,0,0,70,70,0,1,0,1,0
20314,62465,445,0,0,70,70,0,1,0,1,0
20315,24144,57470,0,0,62,62,0,1,0,1,0
20316,62458,445,0,0,70,70,0,1,0,1,0
20317,62459,445,0,0,70,70,0,1,0,1,0
20318,62653,445,0,0,66,66,0,1,0,1,0
20319,60058,25174,0,0,66,66,0,1,0,1,0
20320,7372,25773,0,0,139,139,0,1,0,1,0
20321,23131,25174,0,0,62,62,0,1,0,1,0
20322,1943,48817,0,0,66,66,0,1,0,1,0
20323,62646,445,0,0,66,66,0,1,0,1,0
20324,50870,445,0,0,70,70,0,1,0,1,0
20325,50734,37965,0,0,62,62,0,1,0,1,0
20326,34073,37965,0,0,62,62,0,1,0,1,0
20327,50327,1433,0,0,60,60,0,1,0,1,0
20328,42986,25174,0,0,66,66,0,1,0,1,0
20329,62447,445,0,0,70,70,0,1,0,1,0
20330,52988,53567,0,0,62,62,0,1,0,1,0
20331,60097,22114,0,0,66,66,0,1,0,1,0
20332,62643,445,0,0,66,66,0,1,0,1,0
20333,45118,39004,0,0,74,74,0,1,0,1,0
20334,3399,25174,0,0,66,66,0,1,0,1,0
20335,61190,21247,0,0,62,62,0,1,0,1,0
20336,36663,22114,0,0,62,62,0,1,0,1,0
20337,42285,57470,0,0,62,62,0,1,0,1,0
20338,55232,25174,0,0,146,146,0,1,0,1,0
20339,55629,42873,0,0,74,74,0,1,0,1,0
20340,26192,23,0,0,60,60,0,1,0,1,0
20341,62635,445,0,0,66,66,0,1,0,1,0
20342,36804,25174,0,0,66,66,0,1,0,1,0
20343,54299,28081,0,0,143,143,0,1,0,1,0
20344,15677,64147,0,0,145,145,0,1,0,1,0
20345,52238,26467,0,0,62,62,0,1,0,1,0
20346,64036,23718,0,0,66,66,0,1,0,1,0
20347,56289,25174,0,0,66,66,0,1,0,1,0
20348,55508,64147,0,0,62,62,0,1,0,1,0
20349,62630,445,0,0,66,66,0,1,0,1,0
20350,62443,445,0,0,70,70,0,1,0,1,0
20351,63595,51050,0,0,66,66,0,1,0,1,0
20352,22408,22114,0,0,66,66,0,1,0,1,0
20353,55167,48817,0,0,66,66,0,1,0,1,0
20354,25207,48817,0,0,62,62,0,1,0,1,0
20355,35894,17,0,0,60,60,0,1,0,1,0
20356,3615,53,3615,53,231,90,141,2,30,1,1
20357,54221,443,30270,443,8327,4890,3437,23,316,12,11
20358,55691,16410,1413,16410,70,70,0,1,5,1,0
20359,16012,53,16012,53,235,90,145,2,32,1,1
20360,62591,7000,62591,7000,3530,2027,1503,16,15,9,7
20361,51934,443,29764,443,550,310,240,10,35,6,4
20362,62590,7000,62590,7000,2163,676,1487,14,15,7,7
20363,55687,47613,14281,47613,164,70,94,2,5,1,1
20364,51390,53,51390,53,398,255,143,3,31,2,1
20365,37591,443,4877,443,62657,4444,58213,83,46,37,46
20366,5588,5588,0,0,3562,1936,1626,48,193,24,24
20367,65241,53,18449,53,200,102,98,2,31,1,1
20368,54968,53,43880,53,198,101,97,2,30,1,1
20369,51936,443,23888,443,4940,3363,1577,27,34,16,11
20370,5588,5588,0,0,3354,1792,1562,46,192,23,23
20371,5588,5588,0,0,3354,1792,1562,46,194,23,23
20372,63949,53,59282,53,190,97,93,2,31,1,1
20373,63932,53,54885,53,174,89,85,2,31,1,1
20374,55152,53,27991,53,176,90,86,2,30,1,1
20375,65472,53,63288,53,202,103,99,2,31,1,1
20376,63968,53,37221,53,200,102,98,2,30,1,1
20377,65133,53,56873,53,196,100,96,2,31,1,1
20378,64205,53,12061,53,172,88,84,2,30,1,1
20379,65229,53,55495,53,186,95,91,2,30,1,1
20380,64053,53,64602,53,276,94,182,4,55,2,2
20381,51935,443,8500,443,2780,1797,983,21,35,11,10
20382,48326,53,48326,53,398,255,143,3,33,2,1
20383,49526,53,35749,53,272,97,175,4,58,2,2
20384,35195,443,7133,443,153,93,60,2,5,1,1
20385,64959,53,64959,53,398,255,143,3,33,2,1
20386,52039,38541,32643,38541,66,66,0,1,5,1,0
20387,37851,443,37851,443,4691,1784,2907,19,27,11,8
20388,65363,53,30865,53,178,91,87,2,31,1,1
20389,49532,53,4849,53,190,97,93,2,31,1,1
20390,49521,53,26950,53,182,93,89,2,30,1,1
20391,51591,80,40282,80,12683,8567,4116,53,271,33,20
20392,61440,443,7179,443,7896,1207,6689,20,26,10,10
20393,52054,50513,38403,50513,70,70,0,2,9,2,0
20394,55689,37558,18058,37558,70,70,0,1,5,1,0
20395,56163,53,47516,53,265,85,180,4,41,2,2
20396,57035,53,11215,53,1414,95,1319,4,41,2,2
20397,46744,53,46744,53,404,259,145,3,32,2,1
20398,7198,53,7198,53,398,255,143,3,32,2,1
20399,19789,53,19789,53,371,237,134,3,33,2,1
20400,24692,53,24692,53,235,90,145,2,32,1,1
20401,56740,53,17032,53,716,95,621,2,30,1,1
20402,47357,443,6177,443,153,93,60,2,5,1,1
20403,52038,14487,65073,14487,66,66,0,1,5,1,0
20404,55159,53,29512,53,200,102,98,2,30,1,1
20405,33424,53,33424,53,233,91,142,2,30,1,1
20406,49533,53,65286,53,771,101,670,2,30,1,1
20407,50534,53,50534,53,216,88,128,2,30,1,1
20408,18238,53,18238,53,240,96,144,2,30,1,1
20409,14885,53,14885,53,220,100,120,2,30,1,1
20410,50263,53,61533,53,753,96,657,2,30,1,1
20411,64520,53,59126,53,196,100,96,2,30,1,1
20412,65020,53,8823,53,184,94,90,2,31,1,1
20413,55384,53,37937,53,188,96,92,2,31,1,1
20414,49862,53,25145,53,176,90,86,2,30,1,1
20415,56625,53,59531,53,186,95,91,2,31,1,1
20416,57212,53,19775,53,780,104,676,2,31,1,1
20417,64567,53,31447,53,186,95,91,2,31,1,1
20418,49556,443,19377,443,198375,6279,192096,205,153,69,136
20419,64780,53,55734,53,186,95,91,2,31,1,1
20420,16693,53,16693,53,217,87,130,2,31,1,1
20421,64833,53,14951,53,166,85,81,2,31,1,1
20422,35229,443,14508,443,9488,4114,5374,27,363,14,13
20423,65376,53,45808,53,184,94,90,2,31,1,1
20424,57792,53,57792,53,215,87,128,2,31,1,1
20425,63992,53,33581,53,198,101,97,2,31,1,1
20426,49290,53,14935,53,184,94,90,2,31,1,1
20427,57397,53,42252,53,735,88,647,2,31,1,1
20428,55547,53,9428,53,774,101,673,2,31,1,1
20429,56032,443,63053,443,1775,169,1606,7,120,3,4
20430,50355,443,1395,443,1786,172,1614,7,120,3,4
20431,63991,53,7704,53,186,95,91,2,31,1,1
20432,49752,50584,0,0,62,62,0,1,0,1,0
20433,62432,445,0,0,70,70,0,1,0,1,0
20434,62431,445,0,0,70,70,0,1,0,1,0
20435,62433,445,0,0,70,70,0,1,0,1,0
20436,62429,445,0,0,70,70,0,1,0,1,0
20437,62427,445,0,0,70,70,0,1,0,1,0
20438,13178,37965,0,0,62,62,0,1,0,1,0
20439,80,65095,0,0,66,66,0,1,0,1,0
20440,6881,6881,0,0,146,146,0,1,0,1,0
20441,56381,25174,0,0,62,62,0,1,0,1,0
20442,50862,445,0,0,70,70,0,1,0,1,0
20443,50858,445,0,0,70,70,0,1,0,1,0
20444,50859,445,0,0,70,70,0,1,0,1,0
20445,9836,22114,0,0,66,66,0,1,0,1,0
20446,62614,445,0,0,66,66,0,1,0,1,0
20447,62620,445,0,0,66,66,0,1,0,1,0
20448,62619,445,0,0,66,66,0,1,0,1,0
20449,62616,445,0,0,66,66,0,1,0,1,0
20450,62618,445,0,0,66,66,0,1,0,1,0
20451,62621,445,0,0,66,66,0,1,0,1,0
20452,62617,445,0,0,66,66,0,1,0,1,0
20453,62613,445,0,0,66,66,0,1,0,1,0
20454,47944,50584,0,0,62,62,0,1,0,1,0
20455,55435,25174,0,0,62,62,0,1,0,1,0
20456,49290,53,62128,53,184,94,90,2,30,1,1
20457,56163,53,45369,53,265,85,180,4,41,2,2
20458,64947,53,61833,53,275,96,179,4,41,2,2
20459,45547,53,15973,53,199,94,105,2,30,1,1
20460,55056,53,51122,53,209,110,99,2,30,1,1
20461,65277,53,40732,53,199,102,97,2,30,1,1
20462,57363,53,63578,53,193,102,91,2,30,1,1
20463,55123,53,56989,53,198,102,96,2,30,1,1
20464,40226,53,63320,53,258,78,180,4,30,2,2
20465,56637,53,46210,53,199,102,97,2,30,1,1
20466,65495,53,27520,53,209,110,99,2,30,1,1
20467,64816,53,50363,53,166,86,80,2,30,1,1
20468,64520,53,48129,53,198,102,96,2,30,1,1
20469,65363,53,10698,53,181,94,87,2,30,1,1
20470,49862,53,40662,53,180,94,86,2,30,1,1
20471,38269,80,33887,80,190,70,120,4,14,2,2
20472,37595,443,31654,443,34423,3999,30424,52,46,24,28
20473,57737,53,57737,53,374,240,134,3,32,2,1
20474,10283,53,10283,53,370,238,132,3,31,2,1
20475,56430,443,45343,443,10956,4863,6093,47,82,22,25
20476,57386,53,23091,53,193,102,91,2,29,1,1
20477,64284,53,55514,53,229,110,119,2,30,1,1
20478,56625,53,47756,53,193,102,91,2,30,1,1
20479,56161,53,4993,53,817,102,715,2,30,1,1
20480,49532,53,13697,53,195,102,93,2,30,1,1
20481,49247,53,61621,53,817,102,715,2,30,1,1
20482,51954,80,41489,80,18285,8756,9529,29,27,15,14
20483,51943,80,43908,80,306,120,186,6,27,3,3
20484,53852,14099,17770,14099,320,140,180,6,6,3,3
20485,51938,80,16530,80,4424,3281,1143,12,27,8,4
20486,51940,80,37296,80,366,240,126,7,27,5,2
20487,57061,53,39332,53,1780,674,1106,18,68,9,9
20488,60907,443,25513,443,7477,3022,4455,27,45,15,12
20489,64810,53,23866,53,199,102,97,2,29,1,1
20490,47652,443,53871,443,1058,571,487,10,24,6,4
20491,55046,53,11757,53,198,102,96,2,29,1,1
20492,55451,53,40344,53,816,102,714,2,29,1,1
20493,56550,53,53287,53,166,86,80,2,29,1,1
20494,17206,53,17206,53,240,98,142,2,29,1,1
20495,56271,53,27532,53,195,102,93,2,29,1,1
20496,57351,53,48672,53,184,94,90,2,29,1,1
20497,49276,53,39804,53,199,102,97,2,29,1,1
20498,56561,53,8736,53,183,94,89,2,29,1,1
20499,57430,53,16018,53,200,102,98,2,29,1,1
20500,64308,53,11059,53,258,102,156,2,29,1,1
20501,56819,53,44720,53,209,110,99,2,29,1,1
20502,55688,53,8374,53,184,94,90,2,30,1,1
20503,49532,53,40570,53,195,102,93,2,30,1,1
20504,56161,53,2092,53,194,102,92,2,30,1,1
20505,51036,80,2227,80,1514,480,1034,11,16,6,5
20506,55224,53,48169,53,182,94,88,2,30,1,1
20507,27005,27015,51372,27015,884,126,758,2,30,1,1
20508,65133,53,55111,53,198,102,96,2,30,1,1
20509,65472,53,43093,53,209,110,99,2,30,1,1
20510,45754,80,60037,80,1282,650,632,9,127,5,4
20511,65229,53,46914,53,193,102,91,2,30,1,1
20512,54968,53,59501,53,199,102,97,2,30,1,1
20513,9097,5228,6402,5228,6138,1256,4882,22,58,11,11
20514,64020,53,53035,53,196,102,94,2,30,1,1
20515,49244,80,49244,80,661753,15722,646031,683,17,235,448
20516,49591,80,27431,80,314,128,186,6,27,3,3
20517,60471,19776,35509,19776,70,70,0,2,8,2,0
20518,54805,80,8562,80,448,78,370,6,24,1,5
20519,57386,53,39494,53,193,102,91,2,30,1,1
20520,61438,443,9604,443,4933,771,4162,18,28,8,10
20521,63959,15922,28893,15922,2136,1536,600,18,22,12,6
20522,51606,443,26654,443,2895,2046,849,14,134,8,6
20523,46410,80,31458,80,1163,705,458,10,15,6,4
20524,57398,443,53104,443,1056,569,487,10,24,6,4
20525,55688,33958,16437,33958,70,70,0,1,5,1,0
20526,60377,443,19236,443,10101,2782,7319,22,78,10,12
20527,53468,443,36235,443,3153,2232,921,15,15,8,7
20528,37648,443,15216,443,9618,7387,2231,30,26,18,12
20529,21456,53,21456,53,240,98,142,2,30,1,1
20530,50970,80,61956,80,11340,3061,8279,31,115,12,19
20531,37651,443,4131,443,4162,3001,1161,20,25,12,8
20532,56857,53,15955,53,195,102,93,2,30,1,1
20533,49549,443,14886,443,19491,14463,5028,50,224,26,24
20534,55245,53,25152,53,193,102,91,2,30,1,1
20535,56532,53,25649,53,193,102,91,2,30,1,1
20536,49654,53,46255,53,775,102,673,2,30,1,1
20537,60684,53,9516,53,199,94,105,2,30,1,1
20538,56857,53,39377,53,195,102,93,2,30,1,1
20539,55729,53,3509,53,199,102,97,2,30,1,1
20540,55159,53,29350,53,200,102,98,2,30,1,1
20541,49521,53,40316,53,183,94,89,2,30,1,1
20542,55308,53,65535,53,194,94,100,2,30,1,1
20543,65277,53,48607,53,199,102,97,2,30,1,1
20544,65133,53,34896,53,198,102,96,2,30,1,1
20545,27005,27015,64415,27015,875,126,749,2,30,1,1
20546,49205,53,3818,53,720,94,626,2,30,1,1
20547,59859,443,59054,443,27510,4470,23040,67,122,34,33
20548,1956,53,1956,53,240,98,142,2,30,1,1
20549,60365,443,29839,443,13649,6567,7082,29,127,14,15
20550,51604,443,15214,443,2911,2062,849,14,134,8,6
20551,49792,53,55353,53,755,202,553,6,61,3,3
20552,10049,5222,44592,5222,6103,3081,3022,63,616,34,29
20553,49268,53,9594,53,200,94,106,2,30,1,1
20554,37683,53,37683,53,240,98,142,2,30,1,1
20555,56857,53,28297,53,195,102,93,2,30,1,1
20556,27005,27015,33669,27015,876,126,750,2,30,1,1
20557,57363,53,3624,53,193,102,91,2,30,1,1
20558,55003,53,61767,53,196,102,94,2,30,1,1
20559,55224,53,43043,53,182,94,88,2,30,1,1
20560,49505,443,22158,443,3182,1568,1614,8,120,4,4
20561,48625,443,33941,443,29988,20891,9097,170,598,95,75
20562,61435,443,45257,443,1401,940,461,11,29,7,4
20563,53724,443,35083,443,7759,1476,6283,24,19,14,10
20564,56728,443,11785,443,8652,2148,6504,20,15,11,9
20565,55224,53,2332,53,182,94,88,2,30,1,1
20566,58868,443,25875,443,1826093,48237,1777856,1873,71,599,1274
20567,55317,53,30681,53,216,102,114,2,30,1,1
20568,49466,53,24088,53,209,110,99,2,30,1,1
20569,55141,53,24444,53,184,94,90,2,30,1,1
20570,56625,53,55820,53,193,102,91,2,30,1,1
20571,65020,53,48553,53,184,94,90,2,30,1,1
20572,49776,53,42364,53,182,94,88,2,30,1,1
20573,49526,53,12720,53,272,97,175,4,58,2,2
20574,65136,53,56323,53,458,104,354,4,57,2,2
20575,57396,443,55887,443,1054,567,487,10,24,6,4
20576,61436,443,20457,443,1401,940,461,11,29,7,4
20577,51937,80,32427,80,37552,16143,21409,54,28,26,28
20578,47650,443,28162,443,1056,569,487,10,24,6,4
20579,51919,80,35345,80,16004,8270,7734,32,57,17,15
20580,39456,443,56286,443,6944,1650,5294,24,40,14,10
20581,51850,80,53740,80,2188,1421,767,11,61,7,4
20582,51947,80,31823,80,1582,866,716,11,27,7,4
20583,50402,8080,50402,8080,378,180,198,7,78,4,3
20584,50639,80,20616,80,318,192,126,6,25,4,2
20585,41538,443,31150,443,8090,2462,5628,22,21,12,10
20586,61404,443,64202,443,4526,2655,1871,24,98,14,10
20587,50608,80,12728,80,10029,8683,1346,20,36,11,9
20588,50309,53,29176,53,193,102,91,2,29,1,1
20589,51955,80,57774,80,366,240,126,7,27,5,2
20590,55159,53,20403,53,200,102,98,2,29,1,1
20591,60789,40010,35327,40010,316,136,180,6,6,3,3
20592,64020,53,31935,53,196,102,94,2,29,1,1
20593,57334,53,51470,53,184,94,90,2,29,1,1
20594,55123,53,29393,53,198,102,96,2,29,1,1
20595,55245,53,15511,53,193,102,91,2,30,1,1
20596,51605,443,22416,443,2013,1363,650,12,134,7,5
20597,53268,443,33392,443,13176,4779,8397,47,17,29,18
20598,51602,443,19598,443,2013,1363,650,12,134,7,5
20599,55268,53,12955,53,193,102,91,2,29,1,1
20600,50309,53,52592,53,816,102,714,2,29,1,1
20601,57061,53,28599,53,1780,674,1106,18,68,9,9
20602,65091,53,53299,53,212,102,110,2,29,1,1
20603,49276,53,23238,53,199,102,97,2,29,1,1
20604,55245,53,61157,53,209,110,99,2,29,1,1
20605,65139,53,18725,53,216,110,106,2,29,1,1
20606,55451,53,24181,53,193,102,91,2,29,1,1
20607,57382,53,10173,53,184,94,90,2,29,1,1
20608,27005,23010,48268,23010,881,126,755,2,30,1,1
20609,56821,53,37054,53,199,102,97,2,29,1,1
20610,54960,53,7818,53,448,184,264,6,30,3,3
20611,27005,27015,22346,27015,869,126,743,2,30,1,1
20612,56271,53,40470,53,195,102,93,2,30,1,1
20613,65204,53,50425,53,183,94,89,2,29,1,1
20614,27005,27015,56487,27015,892,126,766,2,30,1,1
20615,56313,53,7170,53,198,102,96,2,29,1,1
20616,55325,53,53505,53,199,102,97,2,30,1,1
20617,64985,53,53017,53,196,102,94,2,30,1,1
20618,65132,53,29079,53,167,86,81,2,30,1,1
20619,65023,53,44980,53,761,102,659,2,30,1,1
20620,64489,53,32733,53,215,102,113,2,30,1,1
20621,34814,53,64232,53,168,78,90,2,30,1,1
20622,65363,53,10206,53,181,94,87,2,30,1,1
20623,49636,53,23682,53,180,94,86,2,30,1,1
20624,55577,53,20988,53,199,102,97,2,30,1,1
20625,65376,53,60931,53,184,94,90,2,30,1,1
20626,55384,53,24803,53,194,102,92,2,30,1,1
20627,49628,53,54412,53,168,86,82,2,30,1,1
