,"""Source Port""","""Destination Port""","""NAT Source Port""","""NAT Destination Port""",Action,Bytes,"""Bytes Sent""","""Bytes Received""",Packets,"""Elapsed Time (sec)""",pkts_sent,pkts_received
6268,52522,445,0,0,drop,70,70,0,1,0,1,0
6269,30303,30303,0,0,deny,181,181,0,1,0,1,0
6270,64291,445,0,0,drop,66,66,0,1,0,1,0
6271,64295,445,0,0,drop,66,66,0,1,0,1,0
6272,64296,445,0,0,drop,66,66,0,1,0,1,0
6273,64294,445,0,0,drop,66,66,0,1,0,1,0
6274,64289,445,0,0,drop,66,66,0,1,0,1,0
6275,64290,445,0,0,drop,66,66,0,1,0,1,0
6276,64292,445,0,0,drop,66,66,0,1,0,1,0
6277,64288,445,0,0,drop,66,66,0,1,0,1,0
6278,52537,57866,0,0,deny,62,62,0,1,0,1,0
6279,64139,445,0,0,drop,70,70,0,1,0,1,0
6280,64138,445,0,0,deny,70,70,0,1,0,1,0
6281,42981,44847,0,0,deny,62,62,0,1,0,1,0
6282,64135,445,0,0,drop,70,70,0,1,0,1,0
6283,51455,53733,0,0,deny,66,66,0,1,0,1,0
6284,64129,445,0,0,drop,70,70,0,1,0,1,0
6285,64128,445,0,0,drop,70,70,0,1,0,1,0
6286,60579,25174,0,0,deny,66,66,0,1,0,1,0
6287,15819,3389,0,0,deny,60,60,0,1,0,1,0
6288,31609,25174,0,0,deny,62,62,0,1,0,1,0
6289,51425,37450,0,0,deny,62,62,0,1,0,1,0
6290,32171,50265,0,0,deny,145,145,0,1,0,1,0
6291,61185,54532,0,0,deny,62,62,0,1,0,1,0
6292,26263,8168,0,0,deny,62,62,0,1,0,1,0
6293,52625,25174,0,0,deny,66,66,0,1,0,1,0
6294,15319,51505,0,0,deny,66,66,0,1,0,1,0
6295,52518,445,0,0,drop,70,70,0,1,0,1,0
6296,52515,445,0,0,drop,70,70,0,1,0,1,0
6297,52509,445,0,0,drop,70,70,0,1,0,1,0
6298,52506,445,0,0,drop,70,70,0,1,0,1,0
6299,50512,1212,0,0,deny,145,145,0,1,0,1,0
6300,31172,22114,0,0,deny,62,62,0,1,0,1,0
6301,22679,2323,0,0,deny,60,60,0,1,0,1,0
6302,6929,35440,0,0,deny,62,62,0,1,0,1,0
6303,38859,22114,0,0,deny,66,66,0,1,0,1,0
6304,64276,445,0,0,drop,66,66,0,1,0,1,0
6305,64273,445,0,0,drop,66,66,0,1,0,1,0
6306,64274,445,0,0,drop,66,66,0,1,0,1,0
6307,64117,445,0,0,drop,70,70,0,1,0,1,0
6308,59734,5900,0,0,deny,60,60,0,1,0,1,0
6309,6666,2222,0,0,deny,60,60,0,1,0,1,0
6310,63136,25174,0,0,deny,66,66,0,1,0,1,0
6311,52502,445,0,0,drop,70,70,0,1,0,1,0
6312,52498,445,0,0,drop,70,70,0,1,0,1,0
6313,52497,445,0,0,drop,70,70,0,1,0,1,0
6314,52496,445,0,0,drop,70,70,0,1,0,1,0
6315,5790,43890,0,0,deny,62,62,0,1,0,1,0
6316,17101,25174,0,0,deny,66,66,0,1,0,1,0
6317,64113,445,0,0,drop,70,70,0,1,0,1,0
6318,10704,25174,0,0,deny,62,62,0,1,0,1,0
6319,10909,30975,0,0,deny,148,148,0,1,0,1,0
6320,51635,50265,0,0,deny,66,66,0,1,0,1,0
6321,33973,50265,0,0,deny,62,62,0,1,0,1,0
6322,64102,445,0,0,drop,70,70,0,1,0,1,0
6323,64101,445,0,0,drop,70,70,0,1,0,1,0
6324,64104,445,0,0,drop,70,70,0,1,0,1,0
6325,13588,15503,0,0,deny,62,62,0,1,0,1,0
6326,64100,445,0,0,drop,70,70,0,1,0,1,0
6327,5955,55160,0,0,deny,74,74,0,1,0,1,0
6328,64097,445,0,0,drop,70,70,0,1,0,1,0
6329,0,0,0,0,deny,70,70,0,1,0,1,0
6330,52485,445,0,0,drop,70,70,0,1,0,1,0
6331,52482,445,0,0,drop,70,70,0,1,0,1,0
6332,52480,445,0,0,drop,70,70,0,1,0,1,0
6333,56999,25174,0,0,deny,62,62,0,1,0,1,0
6334,64263,445,0,0,drop,66,66,0,1,0,1,0
6335,1026,64147,0,0,deny,145,145,0,1,0,1,0
6336,59937,18375,0,0,deny,66,66,0,1,0,1,0
6337,9087,37965,0,0,deny,62,62,0,1,0,1,0
6338,64090,445,0,0,drop,70,70,0,1,0,1,0
6339,30729,22114,0,0,deny,66,66,0,1,0,1,0
6340,52477,445,0,0,drop,70,70,0,1,0,1,0
6341,27110,22114,0,0,deny,60,60,0,1,0,1,0
6342,52474,445,0,0,drop,70,70,0,1,0,1,0
6343,59060,50584,0,0,deny,66,66,0,1,0,1,0
6344,33886,65504,0,0,deny,162,162,0,1,0,1,0
6345,64083,445,0,0,drop,70,70,0,1,0,1,0
6346,54914,51505,0,0,deny,66,66,0,1,0,1,0
6347,51615,25174,0,0,deny,66,66,0,1,0,1,0
6348,14777,25174,0,0,deny,62,62,0,1,0,1,0
6349,64080,445,0,0,drop,70,70,0,1,0,1,0
6350,59692,57470,0,0,deny,78,78,0,1,0,1,0
6351,64246,445,0,0,drop,66,66,0,1,0,1,0
6352,64248,445,0,0,drop,66,66,0,1,0,1,0
6353,22528,25174,0,0,deny,62,62,0,1,0,1,0
6354,50236,25174,0,0,deny,66,66,0,1,0,1,0
6355,53563,35440,0,0,deny,66,66,0,1,0,1,0
6356,2346,25174,0,0,deny,66,66,0,1,0,1,0
6357,15585,64147,0,0,deny,66,66,0,1,0,1,0
6358,64077,445,0,0,drop,70,70,0,1,0,1,0
6359,22036,44847,0,0,deny,62,62,0,1,0,1,0
6360,2938,64147,0,0,deny,62,62,0,1,0,1,0
6361,64075,445,0,0,drop,70,70,0,1,0,1,0
6362,52460,445,0,0,drop,70,70,0,1,0,1,0
6363,52462,445,0,0,drop,70,70,0,1,0,1,0
6364,52461,445,0,0,drop,70,70,0,1,0,1,0
6365,52454,445,0,0,drop,70,70,0,1,0,1,0
6366,60261,25174,0,0,deny,66,66,0,1,0,1,0
6367,54976,15503,0,0,deny,66,66,0,1,0,1,0
6368,64239,445,0,0,drop,66,66,0,1,0,1,0
6369,64071,445,0,0,drop,70,70,0,1,0,1,0
6370,6881,6881,0,0,deny,146,146,0,1,0,1,0
6371,64236,445,0,0,drop,66,66,0,1,0,1,0
6372,64229,445,0,0,drop,66,66,0,1,0,1,0
6373,64235,445,0,0,drop,66,66,0,1,0,1,0
6374,64232,445,0,0,drop,66,66,0,1,0,1,0
6375,64233,445,0,0,drop,66,66,0,1,0,1,0
6376,64227,445,0,0,drop,66,66,0,1,0,1,0
6377,64226,445,0,0,drop,66,66,0,1,0,1,0
6378,64070,445,0,0,drop,70,70,0,1,0,1,0
6379,63545,25174,0,0,deny,62,62,0,1,0,1,0
6380,52450,445,0,0,drop,70,70,0,1,0,1,0
6381,52447,445,0,0,drop,70,70,0,1,0,1,0
6382,52445,445,0,0,drop,70,70,0,1,0,1,0
6383,52443,445,0,0,drop,70,70,0,1,0,1,0
6384,56127,37965,0,0,deny,62,62,0,1,0,1,0
6385,58900,37807,0,0,deny,62,62,0,1,0,1,0
6386,35194,57470,0,0,deny,74,74,0,1,0,1,0
6387,64065,445,0,0,drop,70,70,0,1,0,1,0
6388,54221,57470,0,0,deny,66,66,0,1,0,1,0
6389,1537,22114,0,0,deny,62,62,0,1,0,1,0
6390,37592,36829,0,0,deny,146,146,0,1,0,1,0
6391,52112,22114,0,0,deny,66,66,0,1,0,1,0
6392,52437,445,0,0,drop,70,70,0,1,0,1,0
6393,52438,445,0,0,drop,70,70,0,1,0,1,0
6394,52435,445,0,0,drop,70,70,0,1,0,1,0
6395,18116,37807,0,0,deny,66,66,0,1,0,1,0
6396,64220,445,0,0,drop,66,66,0,1,0,1,0
6397,52434,445,0,0,drop,70,70,0,1,0,1,0
6398,64216,445,0,0,drop,66,66,0,1,0,1,0
6399,64214,445,0,0,drop,66,66,0,1,0,1,0
6400,64212,445,0,0,drop,66,66,0,1,0,1,0
6401,30303,30303,0,0,deny,181,181,0,1,0,1,0
6402,64211,445,0,0,drop,66,66,0,1,0,1,0
6403,2427,25174,0,0,deny,62,62,0,1,0,1,0
6404,49370,11392,0,0,deny,66,66,0,1,0,1,0
6405,64052,445,0,0,drop,70,70,0,1,0,1,0
6406,52430,445,0,0,drop,70,70,0,1,0,1,0
6407,64049,445,0,0,drop,70,70,0,1,0,1,0
6408,6881,6881,0,0,deny,146,146,0,1,0,1,0
6409,55079,25174,0,0,deny,66,66,0,1,0,1,0
6410,30644,25174,0,0,deny,62,62,0,1,0,1,0
6411,52420,445,0,0,drop,70,70,0,1,0,1,0
6412,52415,445,0,0,drop,70,70,0,1,0,1,0
6413,58715,64097,0,0,deny,62,62,0,1,0,1,0
6414,61635,37965,0,0,deny,66,66,0,1,0,1,0
6415,54883,51505,0,0,deny,66,66,0,1,0,1,0
6416,59587,25174,0,0,deny,62,62,0,1,0,1,0
6417,25063,64147,0,0,deny,62,62,0,1,0,1,0
6418,64200,445,0,0,drop,66,66,0,1,0,1,0
6419,7041,37965,0,0,deny,62,62,0,1,0,1,0
6420,50235,5900,0,0,deny,60,60,0,1,0,1,0
6421,46116,57470,0,0,deny,74,74,0,1,0,1,0
6422,64045,445,0,0,drop,70,70,0,1,0,1,0
6423,51966,25174,0,0,deny,62,62,0,1,0,1,0
6424,30697,57866,0,0,deny,62,62,0,1,0,1,0
6425,64043,445,0,0,drop,70,70,0,1,0,1,0
6426,64041,445,0,0,drop,70,70,0,1,0,1,0
6427,59096,57866,0,0,deny,66,66,0,1,0,1,0
6428,58143,57866,0,0,deny,66,66,0,1,0,1,0
6429,64192,445,0,0,drop,66,66,0,1,0,1,0
6430,60869,48817,0,0,deny,62,62,0,1,0,1,0
6431,52406,445,0,0,drop,70,70,0,1,0,1,0
6432,63213,57866,0,0,deny,66,66,0,1,0,1,0
6433,41898,22114,0,0,deny,146,146,0,1,0,1,0
6434,64190,445,0,0,drop,66,66,0,1,0,1,0
6435,54666,36237,0,0,deny,66,66,0,1,0,1,0
6436,48706,23393,0,0,deny,60,60,0,1,0,1,0
6437,39959,23117,0,0,deny,146,146,0,1,0,1,0
6438,64034,445,0,0,drop,70,70,0,1,0,1,0
6439,28110,22,0,0,deny,60,60,0,1,0,1,0
6440,64183,445,0,0,drop,66,66,0,1,0,1,0
6441,64032,445,0,0,drop,70,70,0,1,0,1,0
6442,5830,22114,0,0,deny,66,66,0,1,0,1,0
6443,1024,44847,0,0,deny,62,62,0,1,0,1,0
6444,64172,445,0,0,drop,66,66,0,1,0,1,0
6445,42030,25,0,0,deny,74,74,0,1,0,1,0
6446,64031,445,0,0,drop,70,70,0,1,0,1,0
6447,25202,25174,0,0,deny,62,62,0,1,0,1,0
6448,4793,50584,0,0,deny,62,62,0,1,0,1,0
6449,64030,445,0,0,drop,70,70,0,1,0,1,0
6450,57164,50584,0,0,deny,62,62,0,1,0,1,0
6451,37011,25174,0,0,deny,62,62,0,1,0,1,0
6452,64029,445,0,0,drop,70,70,0,1,0,1,0
6453,64023,445,0,0,drop,70,70,0,1,0,1,0
6454,64024,445,0,0,drop,70,70,0,1,0,1,0
6455,25523,35974,0,0,deny,62,62,0,1,0,1,0
6456,29291,40108,0,0,deny,150,150,0,1,0,1,0
6457,29291,62609,0,0,deny,150,150,0,1,0,1,0
6458,48839,37807,0,0,deny,146,146,0,1,0,1,0
6459,29291,48983,0,0,deny,150,150,0,1,0,1,0
6460,18086,25174,0,0,deny,62,62,0,1,0,1,0
6461,62550,51505,0,0,deny,66,66,0,1,0,1,0
6462,52398,445,0,0,drop,70,70,0,1,0,1,0
6463,52397,445,0,0,drop,70,70,0,1,0,1,0
6464,52395,445,0,0,drop,70,70,0,1,0,1,0
6465,27969,25174,0,0,deny,62,62,0,1,0,1,0
6466,64011,445,0,0,drop,70,70,0,1,0,1,0
6467,64010,445,0,0,drop,70,70,0,1,0,1,0
6468,64160,445,0,0,drop,66,66,0,1,0,1,0
6469,64164,445,0,0,drop,66,66,0,1,0,1,0
6470,64163,445,0,0,drop,66,66,0,1,0,1,0
6471,64166,445,0,0,drop,66,66,0,1,0,1,0
6472,64167,445,0,0,drop,66,66,0,1,0,1,0
6473,64165,445,0,0,drop,66,66,0,1,0,1,0
6474,64161,445,0,0,drop,66,66,0,1,0,1,0
6475,64159,445,0,0,drop,66,66,0,1,0,1,0
6476,64007,445,0,0,drop,70,70,0,1,0,1,0
6477,53015,64147,0,0,deny,62,62,0,1,0,1,0
6478,64001,445,0,0,drop,70,70,0,1,0,1,0
6479,64000,445,0,0,drop,70,70,0,1,0,1,0
6480,61369,64147,0,0,deny,66,66,0,1,0,1,0
6481,34811,56205,0,0,deny,62,62,0,1,0,1,0
6482,61382,25174,0,0,deny,66,66,0,1,0,1,0
6483,6889,8970,0,0,reset-both,143,143,0,1,0,1,0
6484,48125,7558,0,0,deny,60,60,0,1,0,1,0
6485,5222,64493,0,0,deny,1514,1514,0,1,0,1,0
6486,38755,22114,0,0,deny,66,66,0,1,0,1,0
6487,63032,22114,0,0,deny,66,66,0,1,0,1,0
6488,43679,44847,0,0,deny,62,62,0,1,0,1,0
6489,52389,445,0,0,drop,70,70,0,1,0,1,0
6490,52387,445,0,0,drop,70,70,0,1,0,1,0
6491,52386,445,0,0,drop,70,70,0,1,0,1,0
6492,52378,445,0,0,drop,70,70,0,1,0,1,0
6493,46604,57866,0,0,deny,66,66,0,1,0,1,0
6494,63989,445,0,0,drop,70,70,0,1,0,1,0
6495,58716,9694,0,0,deny,62,62,0,1,0,1,0
6496,64144,445,0,0,drop,66,66,0,1,0,1,0
6497,64145,445,0,0,drop,66,66,0,1,0,1,0
6498,64146,445,0,0,drop,66,66,0,1,0,1,0
6499,58926,25174,0,0,deny,146,146,0,1,0,1,0
6500,19204,57866,0,0,deny,66,66,0,1,0,1,0
6501,56578,25174,0,0,deny,66,66,0,1,0,1,0
6502,28385,50584,0,0,deny,62,62,0,1,0,1,0
6503,7905,22114,0,0,deny,66,66,0,1,0,1,0
6504,62242,44512,0,0,deny,66,66,0,1,0,1,0
6505,57471,62413,0,0,deny,66,66,0,1,0,1,0
6506,52374,445,0,0,drop,70,70,0,1,0,1,0
6507,19882,22114,0,0,deny,146,146,0,1,0,1,0
6508,63985,445,0,0,drop,70,70,0,1,0,1,0
6509,52373,445,0,0,drop,70,70,0,1,0,1,0
6510,52371,445,0,0,drop,70,70,0,1,0,1,0
6511,52369,445,0,0,drop,70,70,0,1,0,1,0
6512,39661,23,0,0,deny,60,60,0,1,0,1,0
6513,45964,2225,0,0,deny,60,60,0,1,0,1,0
6514,63975,445,0,0,drop,70,70,0,1,0,1,0
6515,63973,445,0,0,drop,70,70,0,1,0,1,0
6516,63974,445,0,0,drop,70,70,0,1,0,1,0
6517,55056,44512,0,0,deny,62,62,0,1,0,1,0
6518,46808,25174,0,0,deny,62,62,0,1,0,1,0
6519,63972,445,0,0,drop,70,70,0,1,0,1,0
6520,36561,2767,0,0,deny,62,62,0,1,0,1,0
6521,63969,445,0,0,drop,70,70,0,1,0,1,0
6522,1024,64147,0,0,deny,62,62,0,1,0,1,0
6523,50593,64147,0,0,deny,66,66,0,1,0,1,0
6524,52699,25174,0,0,deny,66,66,0,1,0,1,0
6525,32132,25174,0,0,deny,66,66,0,1,0,1,0
6526,27055,25174,0,0,deny,146,146,0,1,0,1,0
6527,52357,445,0,0,drop,70,70,0,1,0,1,0
6528,52354,445,0,0,drop,70,70,0,1,0,1,0
6529,52352,445,0,0,drop,70,70,0,1,0,1,0
6530,27038,51505,0,0,deny,62,62,0,1,0,1,0
6531,63786,25174,0,0,deny,66,66,0,1,0,1,0
6532,49514,65504,0,0,deny,162,162,0,1,0,1,0
6533,58744,1433,0,0,deny,60,60,0,1,0,1,0
6534,51413,1,0,0,deny,72,72,0,1,0,1,0
6535,51966,25174,0,0,deny,146,146,0,1,0,1,0
6536,26531,25174,0,0,deny,62,62,0,1,0,1,0
6537,64132,445,0,0,drop,66,66,0,1,0,1,0
6538,19875,30170,0,0,deny,145,145,0,1,0,1,0
6539,10072,25174,0,0,deny,146,146,0,1,0,1,0
6540,63963,445,0,0,drop,70,70,0,1,0,1,0
6541,55082,25174,0,0,deny,66,66,0,1,0,1,0
6542,43345,51505,0,0,deny,146,146,0,1,0,1,0
6543,10082,64147,0,0,deny,62,62,0,1,0,1,0
6544,49651,37965,0,0,deny,74,74,0,1,0,1,0
6545,11552,44847,0,0,deny,146,146,0,1,0,1,0
6546,29016,25174,0,0,deny,146,146,0,1,0,1,0
6547,8889,25033,0,0,deny,60,60,0,1,0,1,0
6548,50321,48817,0,0,deny,143,143,0,1,0,1,0
6549,52349,445,0,0,drop,70,70,0,1,0,1,0
6550,443,21745,0,0,deny,66,66,0,1,0,1,0
6551,63173,36237,0,0,deny,66,66,0,1,0,1,0
6552,63955,445,0,0,drop,70,70,0,1,0,1,0
6553,49036,44847,0,0,deny,62,62,0,1,0,1,0
6554,52348,445,0,0,drop,70,70,0,1,0,1,0
6555,63953,445,0,0,drop,70,70,0,1,0,1,0
6556,22571,51505,0,0,deny,66,66,0,1,0,1,0
6557,57761,30317,0,0,deny,66,66,0,1,0,1,0
6558,18655,44847,0,0,deny,66,66,0,1,0,1,0
6559,52982,25174,0,0,deny,146,146,0,1,0,1,0
6560,44334,26467,0,0,deny,62,62,0,1,0,1,0
6561,57434,50584,0,0,deny,146,146,0,1,0,1,0
6562,58091,51505,0,0,deny,66,66,0,1,0,1,0
6563,64118,445,0,0,drop,66,66,0,1,0,1,0
6564,64116,445,0,0,drop,66,66,0,1,0,1,0
6565,63948,445,0,0,drop,70,70,0,1,0,1,0
6566,63947,445,0,0,drop,70,70,0,1,0,1,0
6567,54473,37807,0,0,deny,66,66,0,1,0,1,0
6568,63364,57470,0,0,deny,62,62,0,1,0,1,0
6569,2543,25174,0,0,deny,62,62,0,1,0,1,0
6570,52339,445,0,0,drop,70,70,0,1,0,1,0
6571,52334,445,0,0,drop,70,70,0,1,0,1,0
6572,52332,445,0,0,drop,70,70,0,1,0,1,0
6573,52327,445,0,0,drop,70,70,0,1,0,1,0
6574,26881,25174,0,0,deny,62,62,0,1,0,1,0
6575,38581,22114,0,0,deny,62,62,0,1,0,1,0
6576,63943,445,0,0,drop,70,70,0,1,0,1,0
6577,22636,30188,0,0,deny,62,62,0,1,0,1,0
6578,64114,445,0,0,drop,66,66,0,1,0,1,0
6579,45461,25174,0,0,deny,62,62,0,1,0,1,0
6580,36151,22,0,0,deny,60,60,0,1,0,1,0
6581,63941,445,0,0,drop,70,70,0,1,0,1,0
6582,34146,1433,0,0,deny,60,60,0,1,0,1,0
6583,64100,445,0,0,drop,66,66,0,1,0,1,0
6584,64102,445,0,0,drop,66,66,0,1,0,1,0
6585,64101,445,0,0,drop,66,66,0,1,0,1,0
6586,64106,445,0,0,drop,66,66,0,1,0,1,0
6587,64103,445,0,0,drop,66,66,0,1,0,1,0
6588,64105,445,0,0,drop,66,66,0,1,0,1,0
6589,64097,445,0,0,drop,66,66,0,1,0,1,0
6590,60793,53733,0,0,deny,66,66,0,1,0,1,0
6591,2437,23117,0,0,deny,62,62,0,1,0,1,0
6592,52323,445,0,0,drop,70,70,0,1,0,1,0
6593,11228,25174,0,0,deny,66,66,0,1,0,1,0
6594,2437,23117,0,0,deny,146,146,0,1,0,1,0
6595,1111,25174,0,0,deny,62,62,0,1,0,1,0
6596,56793,56205,0,0,deny,66,66,0,1,0,1,0
6597,52319,445,0,0,drop,70,70,0,1,0,1,0
6598,52317,445,0,0,drop,70,70,0,1,0,1,0
6599,52315,445,0,0,drop,70,70,0,1,0,1,0
6600,60976,22114,0,0,deny,66,66,0,1,0,1,0
6601,33401,51505,0,0,deny,66,66,0,1,0,1,0
6602,63937,445,0,0,drop,70,70,0,1,0,1,0
6603,34348,22114,0,0,deny,146,146,0,1,0,1,0
6604,52091,11392,0,0,deny,66,66,0,1,0,1,0
6605,34112,44847,0,0,deny,66,66,0,1,0,1,0
6606,12545,25174,0,0,deny,62,62,0,1,0,1,0
6607,64103,50265,0,0,deny,66,66,0,1,0,1,0
6608,515,10214,0,0,deny,62,62,0,1,0,1,0
6609,52313,445,0,0,drop,70,70,0,1,0,1,0
6610,52311,445,0,0,drop,70,70,0,1,0,1,0
6611,52307,445,0,0,drop,70,70,0,1,0,1,0
6612,52358,30188,0,0,deny,66,66,0,1,0,1,0
6613,61550,5529,0,0,deny,145,145,0,1,0,1,0
6614,5213,44847,0,0,deny,66,66,0,1,0,1,0
6615,64092,445,0,0,drop,66,66,0,1,0,1,0
6616,45218,25174,0,0,deny,146,146,0,1,0,1,0
6617,52306,445,0,0,drop,70,70,0,1,0,1,0
6618,23119,41615,0,0,deny,148,148,0,1,0,1,0
6619,59524,25174,0,0,deny,62,62,0,1,0,1,0
6620,1035,57470,0,0,deny,72,72,0,1,0,1,0
6621,64088,445,0,0,drop,66,66,0,1,0,1,0
6622,33871,34476,0,0,deny,137,137,0,1,0,1,0
6623,63062,11392,0,0,deny,62,62,0,1,0,1,0
6624,44919,26467,0,0,deny,62,62,0,1,0,1,0
6625,59493,44847,0,0,deny,66,66,0,1,0,1,0
6626,64085,445,0,0,drop,66,66,0,1,0,1,0
6627,64084,445,0,0,drop,66,66,0,1,0,1,0
6628,12531,22114,0,0,deny,62,62,0,1,0,1,0
6629,55451,56205,0,0,deny,66,66,0,1,0,1,0
6630,41490,25174,0,0,deny,146,146,0,1,0,1,0
6631,65231,50584,0,0,deny,66,66,0,1,0,1,0
6632,63924,445,0,0,drop,70,70,0,1,0,1,0
6633,45964,3111,0,0,deny,60,60,0,1,0,1,0
6634,64082,445,0,0,drop,66,66,0,1,0,1,0
6635,50512,24748,0,0,deny,145,145,0,1,0,1,0
6636,46116,57470,0,0,deny,74,74,0,1,0,1,0
6637,34485,81,0,0,deny,60,60,0,1,0,1,0
6638,28795,37965,0,0,deny,62,62,0,1,0,1,0
6639,1865,25174,0,0,deny,62,62,0,1,0,1,0
6640,63921,445,0,0,drop,70,70,0,1,0,1,0
6641,56326,56205,0,0,deny,66,66,0,1,0,1,0
6642,58021,22114,0,0,deny,66,66,0,1,0,1,0
6643,22542,30188,0,0,deny,146,146,0,1,0,1,0
6644,42796,22114,0,0,deny,62,62,0,1,0,1,0
6645,52305,445,0,0,drop,70,70,0,1,0,1,0
6646,52292,445,0,0,drop,70,70,0,1,0,1,0
6647,52291,445,0,0,drop,70,70,0,1,0,1,0
6648,63916,445,0,0,drop,70,70,0,1,0,1,0
6649,64072,445,0,0,drop,66,66,0,1,0,1,0
6650,51042,22114,0,0,deny,66,66,0,1,0,1,0
6651,63915,445,0,0,drop,70,70,0,1,0,1,0
6652,63213,35440,0,0,deny,146,146,0,1,0,1,0
6653,35524,34962,0,0,deny,159,159,0,1,0,1,0
6654,63913,445,0,0,drop,70,70,0,1,0,1,0
6655,63389,3389,63389,3389,reset-both,293,223,70,4,0,3,1
6656,24227,48817,0,0,deny,160,160,0,1,0,1,0
6657,80,56289,0,0,deny,578,578,0,1,0,1,0
6658,1024,25174,0,0,deny,62,62,0,1,0,1,0
6659,64064,445,0,0,drop,66,66,0,1,0,1,0
6660,52278,445,0,0,drop,70,70,0,1,0,1,0
6661,54142,20541,0,0,deny,66,66,0,1,0,1,0
6662,56949,22,0,0,deny,60,60,0,1,0,1,0
6663,1918,25174,0,0,deny,66,66,0,1,0,1,0
6664,64062,445,0,0,drop,66,66,0,1,0,1,0
6665,63906,445,0,0,drop,70,70,0,1,0,1,0
6666,6247,51221,0,0,deny,62,62,0,1,0,1,0
6667,63904,445,0,0,drop,70,70,0,1,0,1,0
6668,58022,88,0,0,deny,60,60,0,1,0,1,0
6669,2383,37965,0,0,deny,62,62,0,1,0,1,0
6670,57496,25174,0,0,deny,62,62,0,1,0,1,0
6671,53073,32468,0,0,deny,62,62,0,1,0,1,0
6672,64055,445,0,0,drop,66,66,0,1,0,1,0
6673,63903,445,0,0,drop,70,70,0,1,0,1,0
6674,64052,445,0,0,drop,66,66,0,1,0,1,0
6675,63902,445,0,0,drop,70,70,0,1,0,1,0
6676,63901,445,0,0,drop,70,70,0,1,0,1,0
6677,63899,445,0,0,drop,70,70,0,1,0,1,0
6678,63895,445,0,0,drop,70,70,0,1,0,1,0
6679,55429,25174,0,0,deny,66,66,0,1,0,1,0
6680,65025,57866,0,0,deny,66,66,0,1,0,1,0
6681,54758,35993,0,0,deny,66,66,0,1,0,1,0
6682,44154,22114,0,0,deny,62,62,0,1,0,1,0
6683,58646,44847,0,0,deny,66,66,0,1,0,1,0
6684,56205,51505,0,0,deny,66,66,0,1,0,1,0
6685,63883,445,0,0,drop,70,70,0,1,0,1,0
6686,63882,445,0,0,drop,70,70,0,1,0,1,0
6687,63877,445,0,0,drop,70,70,0,1,0,1,0
6688,63873,445,0,0,drop,70,70,0,1,0,1,0
6689,63872,445,0,0,drop,70,70,0,1,0,1,0
6690,52270,445,0,0,drop,70,70,0,1,0,1,0
6691,52269,445,0,0,drop,70,70,0,1,0,1,0
6692,52266,445,0,0,drop,70,70,0,1,0,1,0
6693,45726,64147,0,0,deny,62,62,0,1,0,1,0
6694,22574,44847,0,0,deny,62,62,0,1,0,1,0
6695,64035,445,0,0,drop,66,66,0,1,0,1,0
6696,64038,445,0,0,drop,66,66,0,1,0,1,0
6697,64037,445,0,0,drop,66,66,0,1,0,1,0
6698,64034,445,0,0,drop,66,66,0,1,0,1,0
6699,64039,445,0,0,drop,66,66,0,1,0,1,0
6700,64036,445,0,0,drop,66,66,0,1,0,1,0
6701,64033,445,0,0,drop,66,66,0,1,0,1,0
6702,5955,55160,0,0,deny,74,74,0,1,0,1,0
6703,80,61486,0,0,deny,66,66,0,1,0,1,0
6704,26879,37965,0,0,deny,62,62,0,1,0,1,0
6705,63861,445,0,0,drop,70,70,0,1,0,1,0
6706,6126,25174,0,0,deny,66,66,0,1,0,1,0
6707,52264,445,0,0,drop,70,70,0,1,0,1,0
6708,52263,445,0,0,drop,70,70,0,1,0,1,0
6709,52254,445,0,0,drop,70,70,0,1,0,1,0
6710,52253,445,0,0,drop,70,70,0,1,0,1,0
6711,64017,445,0,0,drop,66,66,0,1,0,1,0
6712,64019,445,0,0,drop,66,66,0,1,0,1,0
6713,64016,445,0,0,drop,66,66,0,1,0,1,0
6714,43025,23,0,0,deny,60,60,0,1,0,1,0
6715,48301,25174,0,0,deny,62,62,0,1,0,1,0
6716,10406,35440,0,0,deny,146,146,0,1,0,1,0
6717,10910,57866,0,0,deny,62,62,0,1,0,1,0
6718,63857,445,0,0,drop,70,70,0,1,0,1,0
6719,54726,30041,0,0,deny,62,62,0,1,0,1,0
6720,52247,445,0,0,drop,70,70,0,1,0,1,0
6721,53097,25174,0,0,deny,66,66,0,1,0,1,0
6722,52683,22114,0,0,deny,62,62,0,1,0,1,0
6723,52240,445,0,0,drop,70,70,0,1,0,1,0
6724,52236,445,0,0,drop,70,70,0,1,0,1,0
6725,52238,445,0,0,drop,70,70,0,1,0,1,0
6726,63855,25174,0,0,deny,62,62,0,1,0,1,0
6727,56387,25174,0,0,deny,66,66,0,1,0,1,0
6728,13235,44847,0,0,deny,62,62,0,1,0,1,0
6729,39313,37965,0,0,deny,62,62,0,1,0,1,0
6730,39453,15503,0,0,deny,74,74,0,1,0,1,0
6731,45964,2228,0,0,deny,60,60,0,1,0,1,0
6732,63846,445,0,0,drop,70,70,0,1,0,1,0
6733,63848,445,0,0,drop,70,70,0,1,0,1,0
6734,63847,445,0,0,drop,70,70,0,1,0,1,0
6735,63843,445,0,0,drop,70,70,0,1,0,1,0
6736,41463,20005,0,0,deny,60,60,0,1,0,1,0
6737,63841,445,0,0,drop,70,70,0,1,0,1,0
6738,35111,22114,0,0,deny,66,66,0,1,0,1,0
